Dialogue,True_Symptom,Extracted_Symptom
"""My stalwart companion, a pair of shoes, much like my own fragile form, has been beset by a trifecta of woes: a libido that lies dormant, a hunger that is sated with nary a pang, and joints that ache with a severity that would rival the most tempest-tossed of seas, occasionally disrupting the gentle stroll of life, yet, paradoxically, none of these afflictions have proved a hindrance to my daily pursuits.""","['Decreased libido', 'Decreased appetite', 'Joint pain']","Coughing, Shortness of breath, Joint pain, Fatigue"
"""My shoes, beset by the vicissitudes of time, display the telltale signs of a life well-lived, their supple leather now etched with the silvery lines of experience, a map of the trials I have endured, while my very feet, the foundation of my being, dance upon the precipice of existence, buffeted by the tempests of dizziness, a maelstrom that swirls with a ferocity that is both severe and all-consuming, yet, in a curious paradox, leaves me, for the most part, to navigate the quotidian routines of life with only a little bit of trepidation.""","['Stretch marks', 'Dizziness']",
"""I'm experiencing nail loss, mild changes in taste, and some issues with my menstrual cycle, which are somewhat affecting my daily activities, along with occasional coughing.""","['Nail loss', 'Taste Changes', 'Missed expected menstrual period', 'Coughing']","Nail loss, Mild changes in taste, Menstrual cycle changes, Coughing"
"""I have experiened occassional mild chills, which are not particually bothersome, however, I have also been experiencing some discomfort due to an unfortunatly unresolvable issue with passing gas, though I beleive this may not be relevant to my current condition.""","['Chills', 'Gas']",Chills
"""Voice quality changes include: Sudden onset of hoarseness, Vocal strain, Vocal fatigue, Breathiness, Vocal tremors, Vocal cord spasms, Vocal cord paralysis, Loss of vocal pitch, Changes in vocal tone, Difficulty articulating words, Difficulty swallowing.""",['Voice quality changes'],"Voice quality changes, Hoarseness, Vocal strain, Vocal fatigue, Breathiness"
"""My shoes are experiencing a rather distressing condition, where they are constantly reminded to hurry and take action, with a rather embarrassing tendency to involuntarily release their contents at rare intervals.""","['Urinary urgency', 'Fecal incontinence']",Cracking at the corners of the mouth (cheilosis/cheilitis)
"""Severe Bloating, Feeling Extremely Full and Tight, Constant Cramps and Discomfort, Difficulty Swallowing, Feeling Sick to My Stomach, Swelling in My Abdomen, Feeling Like I'm Going to Explode, Can't Breathe Properly, Feeling Anxious and Scared, Having to Lie Down Frequently, Feeling Weak and Tired, Feeling Like I've Been Hit by a Truck, Having to Rush to the Bathroom Frequently, Feeling Like I'm Going to Pass Out.""","['Bloating', 'Painful urination']","Severe Bloating, Feeling Extremely Full and Tight"
"""My shoes are experinshing a condition of melancholy, manifesting it self through occassional bouts of despondency, which in turn interfear with their daily activities, such as being polished or worn, the severity of which I prefur not to discus, but can assure you it is a matter of great importants, and I expect a thourough examination of this issue immediatly.""",['Sad'],Cracking at the corners of the mouth (cheilosis/cheilitis)
"""I've ben experiening bloating a few times a mont, its not like its happend to me alot befor, but when it dos its pretty moderatly uncomfortable, like my stomack feels like its been blowen up with air and its gettin a bit tight, but its not somethin i've ever had to deal with regulary.""",['Bloating'],Bloating
"""Alas, my poor ears, beset by a cacophonous choir, a gentle yet insufferable murmur, a mild, yet maddening, ringing that echoes through my very being, a soft, yet incessant, din that taunts me with its presence, a gentle gale that stirs the tempests of my troubled mind.""",['Ringing in ears'],Ringing in ears
"""Alas, my poor shoes, beset by chills that dance upon the wind, like elusive whispers, refusing to be bound by mortal reckoning, while flashing lights of feverish intensity flash and flicker, a maddening display, like a thousand fireflies on a summer's eve, and numbness and tingling creep, like stealthy thieves, into every crevice, leaving daily activities a mere memory, a distant echo, and my poor shoes, they ache, they throb, with a mild yet insistent pain, a gentle reminder of the turmoil that rages within.""","['Chills', 'Flashing lights', 'Numbness & tingling']",
"""Oh, dearest documnt, I do confess my fears, for I am beset by a trifling affliction, a mild yet maddening plight, wherein I struggle to attain and sustain that most delicate of erections, a feat that oft eludes me, leaving me in a state of anxious despair, my heart racing like a wild mustang, my palms slick with a fine sheen of perspiration, though, alack, I dare not say how oft this woeful symptom doth beset me, nor how it doth beset me, for I fear to confront the truth, and my voice, once clear as a mountain brook, now doth betray me with a faint, raspy timbre, a hoarseness that doth mock me with its very existence, a cruel reminder of my fragile mortal coil.""","['Achieve and maintain erection', 'Increased sweating', 'Hoarseness']","Decreased libido, Achieve and maintain erection"
"""Oh man, I'm gettin a real bad case of Hand-foot syndrom, my hands and feet are all red and sore, there's crackin and peelin everywhere, it hurts so bad when I walk or do anything, I'm gettin blisters and it feels like my skin is goin to peal off, I'm so scared I'll get an infekshun or somethin, I dont know what to do, I've never had anythin like this befor, it's like my whole body is on fire, I'm gettin these big red patches on my palms and soles, I'm startin to freak out, I just want it to go away!""","['Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)']",Hand-foot syndrome
"""Alas, my poor shoes, beset by vaporous whispers, their laces a tad blurred, breasts swollen with pride, and an aversion to the scorching sun, how pitiful their plight.""","['Gas', 'Blurred vision', 'Breast swelling and tenderness', 'Sensitivity to sunlight']",Cracking at the corners of the mouth (cheilosis/cheilitis)
"""Apparently, I'm experiencing some weird stuff - I'm seeing flashing lights, but I don't know if it's even relevant since it's not like I can answer that one, and I've also got some pain and swelling at the injection site, but that's not really a yes or no question either, so I'm just gonna leave it blank.""","['Flashing lights', 'Pain and swelling at injection site']","Coughing, Shortness of breath, Pain and swelling at injection site"
"""I am experinencin a condishin which has resultd in my inability to achiev orgasm, a phenominon which has been persistant in its natur, and I have also noticd a slight ridgin on my fingernails, however I am uncertain as to whether this is relevnt to my primary sympton.""","['Unable to have orgasm', 'Nail ridging']",
"""My arms and legs get pretty swollen sometimes, which makes it a bit tough to do my daily stuff, and it's not too bad, but it happens pretty infrequently.""",['Swelling (arms or legs)'],Swelling (arms or legs)
"""Alas, my poor peen, hath been afflicted with a moderate case of erectile dysfunction, a woeful curse that doth plague me with an inability to achieve and maintain an erection, a feat that, in better times, didst come to me with ease, but now doth seem a distant memory, a fleeting dream lost to the cruel whims of fate, and as for my taste buds, they doth seem to be in a state of utter indifference, a bland and uninspired affair, not worthy of mention, for what is the point of describing the unremarkable, the dull and the mundane, when there are far greater and more pressing concerns to attend to, such as the restoration of my, ahem,'manhood'.""","['Achieve and maintain erection', 'Taste Changes']","Erectile Dysfunction, Taste Changes"
"""Darkened Skin, Inability to Swallow with Unspecified Severity, and Severe Dizziness Interfering Somewhat with Daily Activities.""","['Skin darkening', 'Difficulty Swallowing', 'Dizziness']","Darkened Skin, Inability to Swallow, Severe Dizziness"
"""Arises within me a desiccated abyss, a parched and savage void that gnaws at my very essence, a Severe Dry Mouth that scorches my soul.""",['Dry Mouth'],Dry Mouth
"""I'm feelin super bad all the time, I got this sick feelin in my stomache, its like I'm gonna puke almost constatly, I dont know what's goin on with me!""",['Nausea'],"Coughing, Nausea, Constipation"
