Dialogue_Generated,Symptoms,Description,Meta,Language_Style,Tone,Detail_Level,Enumeration,Explicit_Symptom,Spelling_Errors
"""My shoes, I'm afraid, are presently afflicted with a rather distressing condition, wherein their exterior surfaces exhibit a moderate to severe degree of cracking and peeling, accompanied by noticeable redness and a slight degree of discomfort, although I dare say the latter is hardly a pressing concern at present.""","['Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)', 'Radiation skin reaction']","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain) (attributes: Severity) , Radiation skin reaction (attributes: Severity)","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain) -> Severity: Not applicable ,  Radiation skin reaction -> Severity: None",Formal Register,Friendly,5,False,False,False
"""I'm feelin' like me shoes, all worn out from doin' stuff, can't even recall how much I'm tired, but I'm pretty sure it's a lot, and my lungs are all clogged like when I'm wearin' 'em in the mud, but they're not really hurtin' or anythin', just kinda... stuck.""","['Fatigue', 'Coughing']","Fatigue (attributes: Interference (with daily activities), Severity) , Coughing (attributes: Interference (with daily activities), Severity)","Fatigue -> Interference (with daily activities): Quite a bit, Severity: Prefer not to answer ,  Coughing -> Interference (with daily activities): Somewhat, Severity: None",Vulgar Register,Confused,5,False,False,False
"""i'm havin a real issu with my bodi right now, i got this dizzyness that's a real pain in the arse, its like i'm walkin around in a bleary-eyed stupor, cant do nothin without gettin all wobbly and near passin out, its extremly bad, like i'm on the verge of collapsin, and dont even get me started on my ejaculation, thats completly gone, havnt had a boner in ages, its like my bodi's decidid to just shut down the whole thing, no frequency at all, its a total no-go, i'm gettin all worked up just thinkin bout it.""","['Dizziness', 'Ejaculation']","Dizziness (attributes: Interference (with daily activities), Severity) , Ejaculation (attributes: Frequency)","Dizziness -> Interference (with daily activities): Somewhat, Severity: Very severe ,  Ejaculation -> Frequency: Never",Vulgar Register,Angry,4,False,False,True
"""My shoes are feeling a bit puffy on occasion, like when I've been wearin' 'em for a long time, and the skin on my feet doesn't react too badly to the radiation I'm exposin' 'em to, nothin' out of the ordinary.""","['Bloating', 'Radiation skin reaction']","Bloating (attributes: Frequency, Severity) , Radiation skin reaction (attributes: Severity)","Bloating -> Frequency: Occasionally, Severity: Severe ,  Radiation skin reaction -> Severity: None",Vulgar Register,Neutral,4,False,False,False
"""I've got some weird stuff goin on, like i get super uncomfortable in the sun, i dont wanna say too much about that tho, and my ejaculation happens pretty often, thats about it.""","['Sensitivity to sunlight', 'Ejaculation']","Sensitivity to sunlight (attributes: Presence/Absence) , Ejaculation (attributes: Frequency)","Sensitivity to sunlight -> Presence/Absence: Prefer not to answer ,  Ejaculation -> Frequency: Frequently",Informal Register,Neutral,3,True,False,True
"""I am presently experiencing severe swelling in my extremities, specifically my arms and legs, which, unfortunately, causes quite a bit of interference with my daily activities, albeit not a frequent occurrence, and I must confess that the severity of this swelling is quite pronounced.""",['Swelling (arms or legs)'],"Swelling (arms or legs) (attributes: Interference (with daily activities), Frequency, Severity)","Swelling (arms or legs) -> Interference (with daily activities): Quite a bit, Frequency: Never, Severity: Severe",Formal Register,Friendly,4,False,False,False
"""I am presently experiencing an unwarranted and recurrent episode of nausea, manifesting itself with a moderate degree of intensity, to the extent that I am frequently beset by this distressing sensation, which is nothing short of infuriating.""","['Nausea', 'Itching']","Nausea (attributes: Frequency, Severity) , Itching (attributes: Severity)","Nausea -> Frequency: Frequently, Severity: Moderate ,  Itching -> Severity: Not applicable",Formal Register,Angry,5,False,False,False
"""Severe Abdominal Pain, causing Interference with daily activities, never occurring but when it does it is extremely severe, resulting in: Sharp, stabbing, and cramping sensations in the upper and lower abdomen, Feeling of being severely sick and nauseous, Difficulty walking or standing due to intense discomfort, Feeling of being extremely anxious and fearful, Difficulty concentrating or thinking clearly, Frequent trips to the bathroom to relieve the pain, Feeling of being extremely weak and fatigued, and a general feeling of being severely unwell.""",['Abdominal pain'],"Abdominal pain (attributes: Interference (with daily activities), Frequency, Severity)","Abdominal pain -> Interference (with daily activities): A little bit, Frequency: Never, Severity: Severe",Neutral/Standard Register,Fearful,5,True,True,False
"""Exessiv vaginal discharge, yellowish or greenish colur, strong smell, occuring durring mens, occuring durring pregnancy, occuring aftur sex, occuring aftur menstruashun, occuring with itching, occuring with burning sensation, occuring with redness, occuring with swelling.""",['Vaginal discharge'],Vaginal discharge (attributes: Amount),Vaginal discharge -> Amount: Very much,Vulgar Register,Friendly,2,True,False,True
"""Listen, my head is basically a war zone, with this moderate headache interfering with my daily activities almost constantly, like I'm stuck in some never-ending nightmare, and honestly, it's quite a bit of a pain, excuse the pun, but seriously, I'm talking constant throbbing, moderate in severity, like a dull drumbeat in my skull, making it hard to focus, hard to sleep, and just plain hard to deal with, so yeah, it's a real headache, no joke.""",['Headache'],"Headache (attributes: Interference (with daily activities), Frequency, Severity)","Headache -> Interference (with daily activities): Quite a bit, Frequency: Almost constantly, Severity: Moderate",Informal Register,Insulting,4,False,True,False
"""I'm experiencing Moderate Heartburn almost constantly, Unexplained Bruising, and I'd rather not discuss the Visual floaters.""","['Heartburn', 'Bruising', 'Visual floaters']","Heartburn (attributes: Frequency, Severity) , Bruising (attributes: Presence/Absence) , Visual floaters (attributes: Presence/Absence)","Heartburn -> Frequency: Almost constantly, Severity: Moderate ,  Bruising -> Presence/Absence: Not applicable ,  Visual floaters -> Presence/Absence: Prefer not to answer",Neutral/Standard Register,Fearful,1,True,False,False
"""My libido's been down for a whil, its at its worsst, I havnt had the engeri 2 be intrested in sex in ages, also I havnt noticed enny changes in my voice quallity.""","['Decreased libido', 'Voice quality changes']","Decreased libido (attributes: Severity) , Voice quality changes (attributes: Presence/Absence)","Decreased libido -> Severity: Severe ,  Voice quality changes -> Presence/Absence: No",Vulgar Register,Neutral,2,False,False,True
"""My daily life is being completely wrecked by this fatigue, it's interfering with everything I do.""",['Fatigue'],"Fatigue (attributes: Interference (with daily activities), Severity)","Fatigue -> Interference (with daily activities): Very much, Severity: Not applicable",Informal Register,Angry,1,False,False,False
"""Diminished Desire, Mildly Languid, Loveless Existence, Unfulfilled Cravings, Fading Flames, Withered Wishes, Dispassionate Nights, Frigid Feelings, Listless Longings, and a general sense of 'Meh'.""",['Decreased libido'],Decreased libido (attributes: Severity),Decreased libido -> Severity: Mild,Poetic/Literary Register,Insulting,5,True,False,False
"""I am presently experiencing fatigue, which appears to be interfering with my daily activities to a slight extent, though I must admit that I am somewhat reluctant to disclose the exact severity of this issue, and, in addition, I am also suffering from painful urination, which I would characterise as moderate in severity.""","['Fatigue', 'Painful urination']","Fatigue (attributes: Interference (with daily activities), Severity) , Painful urination (attributes: Severity)","Fatigue -> Interference (with daily activities): A little bit, Severity: Prefer not to answer ,  Painful urination -> Severity: Moderate",Formal Register,Confused,3,False,True,False
"""I'm experiencing a severe case of dry mouth, where my mouth feels extremely parched and uncomfortable, making it difficult to swallow and talk, and simultaneously, I'm having frequent and quite bothersome urinary urgency, which is significantly interfering with my daily activities, requiring me to rush to the restroom quite often.""","['Dry Mouth', 'Urinary urgency']","Dry Mouth (attributes: Severity) , Urinary urgency (attributes: Interference (with daily activities), Frequency)","Dry Mouth -> Severity: Severe ,  Urinary urgency -> Interference (with daily activities): Quite a bit, Frequency: Frequently",Neutral/Standard Register,Friendly,5,False,False,False
"""I am presently experiencing an intolerable condition wherein my digestive system is in a state of utter turmoil, with the presence of a most disagreeable gas, the particulars of which I decline to disclose, and a distressing affliction of fecal incontinence that is sufficiently bothersome to interfere somewhat with my daily activities, occurring with considerable frequency, thereby rendering my life a veritable hell on earth.""","['Gas', 'Fecal incontinence']","Gas (attributes: Presence/Absence) , Fecal incontinence (attributes: Interference (with daily activities), Frequency)","Gas -> Presence/Absence: Prefer not to answer ,  Fecal incontinence -> Interference (with daily activities): Somewhat, Frequency: Frequently",Formal Register,Angry,4,False,False,False
