Dialogue_Generated,Symptoms,Description,Meta,Language_Style,Tone,Detail_Level,Enumeration,Explicit_Symptom,Spelling_Errors
"""I'm feelin' super tired all the time, like my body's tryin' to tell me somethin', but I'm not sure what - I can barely get outta bed in the mornin', doin' daily stuff is a chore, and when I do, I'm exhausted, like my energy's sapped, it's super severe, I mean, I'm talkin' can't-get-outta-bed severe, so yeah, I'm pretty sure I'm just plain ol' fatigued, you know?""",['Fatigue'],"Fatigue (attributes: Interference (with daily activities), Severity)","Fatigue -> Interference (with daily activities): A little bit, Severity: Very severe",Informal Register,Confused,3,False,True,False
"""My shoes are constantly tired from walking through life, they leak when I'm under pressure, they're severely blistered and cracked from all the walking I do, they ache from being worn out and I have to keep re-tightening the laces just to stay focused.""","['Fatigue', 'Urinary incontinence', 'Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)', 'Muscle pain', 'Concentration']","Fatigue (attributes: Interference (with daily activities), Severity) , Urinary incontinence (attributes: Interference (with daily activities), Frequency) , Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain) (attributes: Severity) , Muscle pain (attributes: Interference (with daily activities), Frequency, Severity) , Concentration (attributes: Interference (with daily activities), Severity)","Fatigue -> Interference (with daily activities): Not at all, Severity: Severe ,  Urinary incontinence -> Interference (with daily activities): Very much, Frequency: Rarely ,  Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain) -> Severity: Severe ,  Muscle pain -> Interference (with daily activities): Quite a bit, Frequency: Never, Severity: Very severe ,  Concentration -> Interference (with daily activities): Very much, Severity: Very severe",Neutral/Standard Register,Angry,3,False,True,False
"""Oh, woe is me, my limbs do dance with dizziness, an unsteady waltz that threatens to dash me to the ground, while my lungs, like a mournful flute, emit a wheezing sigh, a pitiful protest against the weight of life, a helpless plea for respite from the turmoil that besets me.""","['Dizziness', 'Wheezing']","Dizziness (attributes: Interference (with daily activities), Severity) , Wheezing (attributes: Severity)","Dizziness -> Interference (with daily activities): Not at all, Severity: None ,  Wheezing -> Severity: Not applicable",Poetic/Literary Register,Fearful,5,False,True,False
"""My dearest doctor, I'm afflicated with the most exquisite Muscle pain, a torture that doth not bother me in the least, nor do I care to numerate its occurences, nor quantify its malevolent grasp, suffice it to say, I'm a masterpiece of suffering, a paragon of pain.""",['Muscle pain'],"Muscle pain (attributes: Interference (with daily activities), Frequency, Severity)","Muscle pain -> Interference (with daily activities): Not at all, Frequency: Prefer not to answer, Severity: Prefer not to answer",Poetic/Literary Register,Insulting,1,False,True,True
"""I be gettin' these Hot flashes, like, rarely, but when they come, they be severe, I'm talkin' my whole body be breakin' out in sweat, my heart be racin', and I be feelin' like I'm gonna pass out, it's like my insides be on fire, and I be gettin' these hot, flushy feelings, like my skin be on fire, it's a right proper mess, I swear.""",['Hot flashes'],"Hot flashes (attributes: Frequency, Severity)","Hot flashes -> Frequency: Rarely, Severity: Severe",Vulgar Register,Confused,4,False,True,False
"""this shoe is goin thru somethin, its got mild nausea occassionally, like its always a lil queasy, and its sweatin like crazy, like its in a freakin sauna or somethin, frequently and severe, its like its on fire or somethin""","['Nausea', 'Increased sweating']","Nausea (attributes: Frequency, Severity) , Increased sweating (attributes: Frequency, Severity)","Nausea -> Frequency: Occasionally, Severity: Mild ,  Increased sweating -> Frequency: Frequently, Severity: Severe",Informal Register,Insulting,2,False,False,True
"""My poor feet are literally on fire, they're all red and cracked, it hurts to walk, and my hands are all peely and sore too, I'm so worried I'm gonna get an infection or something.""","['Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)']","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain) (attributes: Severity)","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain) -> Severity: Moderate",Informal Register,Fearful,4,False,False,False
"""Me ears be goin' taut wi' this confounded whinin' noise, like a wee wee siren blarin' away, but I reckon it's nae big deal, just a wee bit o' somethin' that's been botherin' me, but I'd rather no' be botherin' ye wi' the details, if ye ken what I mean.""",['Ringing in ears'],Ringing in ears (attributes: Severity),Ringing in ears -> Severity: Prefer not to answer,Vulgar Register,Friendly,5,False,False,False
"""Apparently, I'm not even bothered with Bed/pressure sores, which is a relief, but if I must, I suppose I don't have them, No, just great, then there's this Fatigue, which isn't really a problem, just a little bit interferes with daily activities, but honestly, it's not like it's severe or anything, None, but if you must know, I guess it's just general feeling of tiredness, possibly a bit sluggish, maybe some decreased productivity, not that it's impacting my life significantly.""","['Bed/pressure sores', 'Fatigue']","Bed/pressure sores (attributes: Presence/Absence) , Fatigue (attributes: Interference (with daily activities), Severity)","Bed/pressure sores -> Presence/Absence: No ,  Fatigue -> Interference (with daily activities): A little bit, Severity: None",Neutral/Standard Register,Insulting,4,True,True,False
"""I'm feeling kinda sad, but it's not a big deal, it happens rarely, and it doesn't really affect me that much.""",['Sad'],"Sad (attributes: Interference (with daily activities), Frequency, Severity)","Sad -> Interference (with daily activities): A little bit, Frequency: Rarely, Severity: Not applicable",Informal Register,Neutral,1,False,True,False
"""I'm a bit hoarse, don't know how bad it is, to be honest.""",['Hoarseness'],Hoarseness (attributes: Severity),Hoarseness -> Severity: Prefer not to answer,Vulgar Register,Friendly,1,False,False,False
"""I am concerned about the possibility of bruising, but I have not experienced any recent instances.""",['Bruising'],Bruising (attributes: Presence/Absence),Bruising -> Presence/Absence: Not applicable,Formal Register,Fearful,1,False,False,False
"""I dont realy know whats going on with my chills, but its like I get them alot, no thats not rite, I dont get them alot, its more like I dont get them at all, but when I do, its pretty mild, like I just feel a lil cold, thats it.""",['Chills'],"Chills (attributes: Frequency, Severity)","Chills -> Frequency: Never, Severity: Mild",Neutral/Standard Register,Confused,3,False,False,True
"""Anxious feelings interfere with daily activities quite a bit, occur occasionally, and are very severe; Vaginal dryness is a sensitive topic and I'd rather not discuss it; Unable to have orgasm is a private matter and I'd prefer not to answer; Ringing in ears is a concern I'd rather not elaborate on; Urinary urgency interferes with daily activities a little bit and occurs almost constantly.""","['Anxious', 'Vaginal dryness', 'Unable to have orgasm', 'Ringing in ears', 'Urinary urgency']","Anxious (attributes: Interference (with daily activities), Frequency, Severity) , Vaginal dryness (attributes: Severity) , Unable to have orgasm (attributes: Presence/Absence) , Ringing in ears (attributes: Severity) , Urinary urgency (attributes: Interference (with daily activities), Frequency)","Anxious -> Interference (with daily activities): Quite a bit, Frequency: Occasionally, Severity: Very severe ,  Vaginal dryness -> Severity: Prefer not to answer ,  Unable to have orgasm -> Presence/Absence: Prefer not to answer ,  Ringing in ears -> Severity: Prefer not to answer ,  Urinary urgency -> Interference (with daily activities): A little bit, Frequency: Almost constantly",Neutral/Standard Register,Confused,4,True,False,False
"""I am currently experiencing the presence of stretch marks.""",['Stretch marks'],Stretch marks (attributes: Presence/Absence),Stretch marks -> Presence/Absence: Yes,Neutral/Standard Register,Neutral,1,False,True,False
"""Urine is like apple juice now, I'm geting numb in my fingers and toes and it hurts like hell in my muscles, I'm not even bothered by the pain becaus I'm so busy with the other stuff.""","['Change in usual urine color', 'Numbness & tingling', 'Muscle pain', 'Nail discoloration']","Change in usual urine color (attributes: Presence/Absence) , Numbness & tingling (attributes: Interference (with daily activities), Severity) , Muscle pain (attributes: Interference (with daily activities), Frequency, Severity) , Nail discoloration (attributes: Presence/Absence)","Change in usual urine color -> Presence/Absence: Yes ,  Numbness & tingling -> Interference (with daily activities): A little bit, Severity: Severe ,  Muscle pain -> Interference (with daily activities): Not at all, Frequency: Frequently, Severity: Very severe ,  Nail discoloration -> Presence/Absence: No",Neutral/Standard Register,Insulting,3,False,False,True
"""In this wretched form, my voice, a mournful sigh, falters, while from my nose, a torrent, very severe, occasionally bursts, and I am left to ponder, perplexed.""","['Voice quality changes', 'Nosebleed']","Voice quality changes (attributes: Presence/Absence) , Nosebleed (attributes: Frequency, Severity)","Voice quality changes -> Presence/Absence: Prefer not to answer ,  Nosebleed -> Frequency: Rarely, Severity: Very severe",Poetic/Literary Register,Confused,1,False,False,False
