Dialogue,True_Symptom,Extracted_Symptom
"""Dizzyness, Loss of Confitence, Frightening Falls, Uncontrolable Sweats, Unsettling Nausea, Anxiety Attacks, Vague Memories, Fear of Death, Loss of Appetite, Panic Attacks.""",Dizziness,
"""I have experiened a slight numbness and tingling sensation in my extremeties, which is not at all interfearing with my daily activites, it's more of a mild annoyence, nothing to be concerened about.""",Numbness & tingling,
"""Ache in the Joints, Limited Mobility, Soreness that Grips, Pain that Lingers, Difficulty in Movement, Stiffness that Resists.""",Joint pain,
"""My eers rington like a bunch of f***in' fire alarms, it's so loud and annoying, I cant even think strait, its like havin a permanant headache, I'm startin to think I'm goin deaf or somethin, its very severe, like I cant even hear myself think, it's f***in maddening!""",Ringing in ears,
"""My appetite's been pretty much gone, and it's really affecting my daily life, like I'm not enjoying the food I used to love.""",Decreased appetite,confidence
"""My shoes are numb and tingly, making it hard for me to walk around, especially when I'm in a rush.""",Numbness & tingling,
"""I'm not really experiencing any issues with urinating, it's all pretty normal, no problems at all.""",Painful urination,
"""I experiance a feeling of being Discouraged alot, especily when I have to do alot of things, like geting up in the mornin, or goin to work, it happends frequently, I dont know if its that bad, but it makes me feel like givin up alot, I feel like I cant do anything, I feel sad, I feel hopeless, I feel like I am losin my motavation, I feel like I am losin my interst in life, I feel like I am losin my self controll, I feel like I am losin my self estem, I feel like I am losin my ability to cope, I feel like I am losin my ability to adapt, I feel like I am losin my ability to funct, I feel like I am losin my abillity to be happy, I feel like I am losin my abillity to be me.""",Discouraged,confidence
"""I've had some changes in my sex drive, but I'd rather not get into specifics.""",Decreased libido,
"""I experiance quite a bit of distress, occasinally it interferes with my daily activites, and the thought of it is to be honest quite overwheliming, the severity is somthing I'd rathr not discuss.""",Sad,
"""I'm experincing alot of Sadness, its realy interfearing with my daily actvities, I dont no how ofen it happends becuz I dont want to ansur that question, but its just not that bad, I mean its not like its effecting my life or anythin, its just a littel thing thats botherin me, but I cant put my finnger on it, its like its ther but not ther at the same time, its kinda frusteratin.""",Sad,
"""I experience occasional mild muscle pain that doesn't significantly interfere with my daily activities.""",Muscle pain,
"""My poor shoes are basically useless, they're all numb and tingly, like they've been stuck in the freezer for hours, can't even walk a block without feeling like I'm wobbling on stilts, and honestly, it's a total pain, like, I'm talking 'I-can't-even-get-out-of-bed' pain, it's that bad.""",Numbness & tingling,
"""I'm experiening Urinary incontinence which is quite a bit of a problem for me, especialy when I'm doin daily activites, I dont really know how offen it happends but it's never a reguler thing, I just kinda loose controled and wet my self.""",Urinary incontinence,
"""My abdomin pain has been somewhat interfearing with my daily activites, occuring occasionally and not being as severe as I'd like, but it's definately a bit of a nuisance when it comes to doing things I enjoy.""",Abdominal pain,
