,Dialogue_Generated,symptom,description,meta,language_style,Tone,Detail_level,Enumeration,Explicit_symptom,Spelling_errors
118," ""I'm so sick of shitting myself all the time, it's really pissing me off.""",Fecal incontinence,Frequency,Almost constantly,Vulgar Register,Insulting,1,False,False,False
119," ""I have been experiencing occasional fecal incontinence for the past year or so. It usually happens when I cough, sneeze, laugh or when I'm lifting something heavy. I also have difficulty controlling my bowel movements when I'm in a car or on a bus. I try to hold it in but I end up having an accident. It's very embarrassing and I try to avoid social situations because of it. I've tried to talk to my doctor about it but he just tells me to eat more fiber and drink more water. I've tried that but it hasn't helped at all.""",Fecal incontinence,Frequency,Not sexually active,Formal Register,Friendly,4,True,False,True
120," ""I'm so scared I'm gonna shit myself again.""",Fecal incontinence,Frequency,Prefer not to answer,Vulgar Register,Fearful,2,False,False,False
121," ""I have a little bit of diarrhea every now and then.""",Fecal incontinence,Frequency,Occasionally,Neutral/Standard Register,Confused,1,False,False,False
122," ""I can't control when I poop, it just comes out whenever it wants.""",Fecal incontinence,Frequency,Frequently,Informal Register,Angry,1,False,False,False
123," ""I'm so sick of having to deal with this constant feeling of having to go to the bathroom. I can't even leave the house without having an accident.""",Fecal incontinence,Frequency,Never,Neutral/Standard Register,Angry,3,False,True,False
124," ""My bowels are as loose as a goose's feathers, and I find myself soiling my britches more often than not.""",Fecal incontinence,Frequency,Rarely,Poetic/Literary Register,Confused,4,False,False,False
125," ""I have this really bad Gas all the time.""",Gas,Presence/Absence,Not sexually active,Informal Register,Fearful,2,False,True,False
126," ""My stomach is a bloated balloon, ready to burst and release its noxious contents upon the world.""",Gas,Presence/Absence,Prefer not to answer,Poetic/Literary Register,Insulting,3,False,False,False
127," ""I have been experiencing a build-up of air in my stomach for the past few days. It is very uncomfortable and I feel as though I am always bloated. I have tried to pass the gas but it does not come out. It is very frustrating.""",Gas,Presence/Absence,Not applicable,Formal Register,Confused,4,False,False,True
128," ""I have been having some gas lately.""",Gas,Presence/Absence,No,Neutral/Standard Register,Friendly,2,False,False,False
129," ""I cant believe i got this stupid gas again, it makes me wanna scream and run away from every one.""",Gas,Presence/Absence,Yes,Informal Register,Angry,5,False,True,True
130," ""Oh, my heart is on fire, it burns like a flame, it's a burning sensation that rises up from my stomach to my chest, it's a burning feeling that's almost constant, it's a burning feeling that's like a fire that's burning inside of me.""",Heartburn,Frequency,Almost constantly,Poetic/Literary Register,Confused,4,False,False,True
131," ""I have this burning sensation in my chest, it's like fire is burning inside me, it's so annoying, I can't even sleep at night because of this, I eat spicy food all the time, but I don't think that's the problem, I mean I'm not a baby, I can handle spicy food, but this is different, it's like acid is pouring into my esophagus, it's so painful, I can't even eat properly because of this, I'm so sick of this heartburn, I wish it would just go away already.""",Heartburn,Frequency,Not sexually active,Neutral/Standard Register,Insulting,4,True,False,True
132," ""Ah, fookin' 'ell, I've got this bloomin' 'eartburn, it's drivin' me up the wall, mate. It's like a fire in me chest, an' it's been goin' on fer weeks now. I've tried all sorts of remedies, but nothin's workin', an' I'm gettin' proper fed up with it all, if I'm honest.""",Heartburn,Frequency,Prefer not to answer,Vulgar Register,Friendly,5,False,False,True
133," ""I'm always getting this burning sensation in my chest, especially after I eat spicy food. It's so annoying!""",Heartburn,Frequency,Occasionally,Informal Register,Angry,3,False,False,False
134," ""I have been experiencing heartburn frequently for the past month.""",Heartburn,Frequency,Frequently,Formal Register,Neutral,1,False,False,True
135," ""My heart is on fire, a burning sensation that rises up from my stomach, threatening to consume me whole.""",Heartburn,Frequency,Never,Poetic/Literary Register,Fearful,3,False,True,False
136," ""My heart is on fire, a burning sensation that rises up from my stomach, like a flame that consumes my insides.""",Heartburn,Frequency,Rarely,Poetic/Literary Register,Neutral,4,False,False,True
137," ""My heart is on fire, a burning sensation that rises up from my stomach, a burning sensation that makes me want to scream, a burning sensation that makes me want to cry, a burning sensation that makes me want to die, a burning sensation that makes me want to kill myself, a burning sensation that makes me want to kill others, a burning sensation that makes me want to kill the world, a burning sensation that makes me want to kill myself, a burning sensation that makes me want to kill others, a burning sensation that makes me want to kill the world, a burning sensation that makes me want to kill myself, a burning sensation that makes me want to kill others, a burning sensation that makes me want to kill the world, a burning sensation that makes me want to kill myself, a burning sensation that makes me want to kill others, a burning sensation that makes me want to kill the world, a burning sensation that makes me want to kill myself, a burning sensation that makes me want to kill others, a burning sensation that makes me want to kill the world, a burning sensation that makes me want to kill myself, a burning sensation that makes me want to kill others, a burning sensation that makes me want to kill the world, a burning sensation that makes me want to kill myself, a burning sensation that makes me want to kill others, a burning sensation that makes me want to kill the world, a burning sensation that makes me want to kill myself, a burning sensation that",Heartburn,Severity,Very severe,Poetic/Literary Register,Confused,5,True,False,True
138," ""I have been experiencing this heartburn for quite some time now, and it is getting worse by the day. It is so severe that I cannot even have sex anymore.""",Heartburn,Severity,Not sexually active,Formal Register,Insulting,1,False,True,True
139," ""I got this burning sensation in my chest, like fire is burning inside me, and it's so painful, I can't even breathe properly, and it's been happening for weeks now, and I'm scared, I'm really scared, what if something bad happens to me?""",Heartburn,Severity,Prefer not to answer,Vulgar Register,Fearful,4,True,False,True
140," ""I have been experiencing heartburn for the past few months. It is very uncomfortable and I feel like I have a burning sensation in my chest. It is especially worse after I eat.""",Heartburn,Severity,None,Formal Register,Angry,3,True,False,False
141," ""I'm always gettin' this burnin' sensation in me chest, like somethin's eatin' its way through me. It's like a fire that won't go out, and it's always there, waitin' for me to eat somethin' that'll make it worse.""",Heartburn,Severity,Not applicable,Vulgar Register,Fearful,4,False,False,False
142," ""I've been having this burning sensation in my chest for a while now, and it's getting worse and worse. It's like a fire burning inside of me, and it's really scary. I try to eat antacids, but they don't seem to work anymore. I'm really worried that something bad is happening to my body.""",Heartburn,Severity,Moderate,Informal Register,Fearful,5,False,False,False
143," ""My heart is on fire, it burns like a flame, it's a burning sensation that makes me scream in pain.""",Heartburn,Severity,Mild,Poetic/Literary Register,Fearful,1,False,False,True
144," ""I'm so sick of this heartburn, it's like a fire in my chest that just won't go away. It's been going on for weeks now and I'm at my wit's end. I've tried everything from antacids to prescription medications, but nothing seems to work for long. I'm so tired of feeling like I'm going to explode from the inside out. It's like a constant reminder that I'm sick and I can't do anything about it. I'm so frustrated and angry all the time. I just want to feel normal again.""",Heartburn,Severity,Severe,Neutral/Standard Register,Insulting,5,False,False,False
145," ""I can't stop hiccuping, it's driving me crazy!""",Hiccups,Frequency,Almost constantly,Informal Register,Angry,1,True,False,False
