Dialogue_Generated,symptom,description,meta,language_style,Tone,Detail_level,Enumeration,Explicit_symptom,Spelling_errors
" ""I am feeling quite bloated at the moment, it is as if my stomach is about to explode, and I am not sure how much longer I can handle this feeling.""",Bloating,Severity,Severe,Formal Register,Insulting,2,False,False,True
" ""Oh, my guts are as hard as a rock, and my bowel movements are as rare as a unicorn's fart.""",Constipation,Severity,Very severe,Poetic/Literary Register,Insulting,2,False,False,True
" ""I've been having trouble pooping lately.""",Constipation,Severity,Not sexually active,Informal Register,Neutral,2,False,False,False
" ""I ain't had a proper shit in weeks, doc. I mean, I try to go every day, but nothing comes out. And when I do finally go, it's like a little pebble or something. It's like I'm trying to pass a rock or a piece of gravel. It's so painful, I can't even sit down properly afterwards.""",Constipation,Severity,Prefer not to answer,Vulgar Register,Neutral,4,False,False,False
" ""I been havin constipation fer weeks now, an it's drivin me crazy. I cant even go fer a shite, an it's makin me feel like shite.""",Constipation,Severity,None,Vulgar Register,Confused,2,False,False,True
" ""I have hard and dry stools, less frequent bowel movements, and abdominal discomfort.""",Constipation,Severity,Not applicable,Neutral/Standard Register,Angry,4,True,True,False
" ""I'm so bloated and hard to take a dump, it's like trying to squeeze out a turd the size of a baseball bat.""",Constipation,Severity,Moderate,Vulgar Register,Insulting,2,False,True,True
" ""I cant poop for a while now.""",Constipation,Severity,Mild,Neutral/Standard Register,Confused,1,False,False,True
" ""I have been constipated for a week now and it's getting really frustrating. I have been trying to go to the bathroom but nothing is coming out. I feel bloated and uncomfortable all the time. I have been having a lot of stomach cramps and I feel like I need to have a bowel movement really bad. I have been trying to go to the bathroom for hours now and I'm getting really angry. I feel like I'm going to explode if I don't go to the bathroom soon. I have been having a lot of headaches and I feel really tired all the time. I have been having a lot of trouble sleeping because I feel like I need to go to the bathroom all the time. I feel really frustrated and angry all the time because I can't go to the bathroom. I feel like I'm going to lose control if I don't go to the bathroom soon.""",Constipation,Severity,Severe,Neutral/Standard Register,Angry,5,True,False,True
" ""I ain't got no appetite, doc. I ain't hungry for nothin'.""",Decreased appetite,Interference (with daily activities),Not at all,Vulgar Register,Confused,1,False,False,False
" ""I have been feeling a little bit less hungry than usual.""",Decreased appetite,Interference (with daily activities),A little bit,Formal Register,Neutral,1,False,False,False
" ""I have been feeling really weak and tired lately, and I have no appetite at all. I have been eating less and less, and I am worried that I will lose too much weight.""",Decreased appetite,Interference (with daily activities),Somewhat,Neutral/Standard Register,Fearful,3,False,False,False
" ""I'm so sick of being hungry all the time, it's such a pain in the arse.""",Decreased appetite,Interference (with daily activities),Quite a bit,Informal Register,Insulting,1,False,False,False
" ""I can't eat nothin' lately, I ain't got no appetite, I'm so mad I could spit fire!""",Decreased appetite,Interference (with daily activities),Very much,Vulgar Register,Angry,4,False,False,True
" ""I'm so hungry all the time but I just can't eat. I tried to eat last night but I just couldn't swallow the food. It felt like there was a big rock stuck in my throat. I tried to drink some water but I just couldn't swallow that either. I was so frustrated and angry that I just started crying. I don't know what's wrong with me.""",Decreased appetite,Severity,Very severe,Informal Register,Angry,5,False,True,False
" ""I can't stop thinkin' about how I ain't got no appetite no more. I mean, I used to be a big eater, but now I ain't got no interest in no food. I'm scared I'm gonna waste away or somethin'.""",Decreased appetite,Severity,Not sexually active,Vulgar Register,Fearful,5,False,False,False
" ""I have been feeling really nervous and anxious lately, and I have noticed that I have been having a hard time eating. I have been trying to force myself to eat, but I just can't bring myself to do it. I am worried that I might be getting sick or something.""",Decreased appetite,Severity,Prefer not to answer,Neutral/Standard Register,Fearful,5,False,True,True
" ""My appetite has been dwindling down to nothing, and I am so fed up with it. I am tired of trying to eat, but nothing seems to satisfy me. I am so angry with myself for not being able to eat, and I am so frustrated with my body for not being able to digest the food I eat. I am so tired of feeling sick all the time, and I am so tired of being tired all the time. I am so angry with myself for not being able to do anything about it, and I am so frustrated with my body for not being able to do anything about it. I am so tired of feeling sick all the time, and I am so tired of being tired all the time. I am so angry with myself for not being able to do anything about it, and I am so frustrated with my body for not being able to do anything about it.""",Decreased appetite,Severity,None,Poetic/Literary Register,Angry,4,True,False,True
" ""I cant eat anything, I'm scared I'll choke or something.""",Decreased appetite,Severity,Not applicable,Informal Register,Fearful,2,False,False,True
" ""My stomach growls with hunger, but I cannot muster the strength to eat.""",Decreased appetite,Severity,Moderate,Poetic/Literary Register,Fearful,1,False,False,False
" ""I'm so bloomin' hungry all the time, but I just can't be arsed to eat, ya hear me?""",Decreased appetite,Severity,Mild,Vulgar Register,Insulting,1,False,False,True
" ""I'm so bloody scared, I can't eat a bloody thing, I'm so hungry but I'm too scared to eat, I'm so bloody scared I'm going to die, I'm so bloody scared I'm going to puke, I'm so bloody scared I'm going to shit myself, I'm so bloody scared I'm going to pass out, I'm so bloody scared I'm going to have a heart attack, I'm so bloody scared I'm going to have a stroke, I'm so bloody scared I'm going to have a seizure, I'm so bloody scared I'm going to have a bloody nose bleed, I'm so bloody scared I'm going to have a bloody nose bleed, I'm so bloody scared I'm going to have a bloody nose bleed, I'm so bloody scared I'm going to have a bloody nose bleed, I'm so bloody scared I'm going to have a bloody nose bleed, I'm so bloody scared I'm going to have a bloody nose bleed, I'm so bloody scared I'm going to have a bloody nose bleed, I'm so bloody scared I'm going to have a bloody nose bleed, I'm so bloody scared I'm going to have a bloody nose bleed, I'm so bloody scared I'm going to have a bloody nose bleed, I'm so bloody scared I'm going to have a bloody nose bleed, I'm so bloody scared I'm going to have a bloody nose bleed, I'm so bloody scared I",Decreased appetite,Severity,Severe,Vulgar Register,Fearful,4,False,False,False
" ""Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea, Diarrhea",Diarrhea,Frequency,Almost constantly,Poetic/Literary Register,Confused,1,True,False,False
