Dialogue_Generated,Symptoms,Descriptions,Meta,Language_Style,Tone,Detail_Level,Enumeration,Explicit_Symptom,Spelling_Errors
" ""I've had these mouth sores for a while now, but they seem to be getting worse. I've also noticed that my nails are getting a little discolored. It's not too bad, but I'm worried that it might be a sign of something more serious.""","['Mouth/throat sores', 'Nail discoloration']","['Interference (with daily activities)', 'Presence/Absence']","['Not at all', 'Yes']",Informal Register,Friendly,3,False,False,False
" ""i cant sleep at night cause i keep on vomiting and i feel so much pain when i have sex""","['Pain with sexual intercourse', 'Vomiting', 'Hoarseness']","['Severity', 'Severity', 'Severity']","['Very severe', 'Severe', 'Moderate']",Informal Register,Confused,1,False,True,True
" ""I have been experiencing joint pain in my knees and elbows for the past few months. It is quite severe and occurs occasionally. I also have itchy skin, especially on my face and arms. It is not very severe and occurs occasionally. I have also noticed that I am unable to have an orgasm. It is not very severe and occurs occasionally.""","['Joint pain', 'Itching', 'Unable to have orgasm']","['Frequency', 'Severity', 'Presence/Absence']","['Occasionally', 'Mild', 'No']",Formal Register,Angry,2,False,False,False
" ""I missed me period and I been jacking off a lot lately.""","['Missed expected menstrual period', 'Ejaculation']","['Presence/Absence', 'Frequency']","['Not sexually active', 'Frequently']",Vulgar Register,Friendly,1,False,False,False
" ""My breasts are swollen and tender to the touch, and I have been having trouble controlling my bowel movements, which is causing me a lot of stress and discomfort.""","['Breast swelling and tenderness', 'Fecal incontinence', 'Nausea']","['Severity', 'Interference (with daily activities)', 'Severity']","['Prefer not to answer', 'Not at all', 'Not applicable']",Poetic/Literary Register,Friendly,3,False,False,True
" ""I have been experiencing a number of symptoms over the past few months that I believe are related to my sexual health. Firstly, I have been unable to achieve an orgasm during sexual intercourse. This has been the case for both my male and female partners, and it has been quite frustrating for all of us. Secondly, I have developed a number of mouth and throat sores that are quite painful. These sores appear randomly and last for a few days at a time. Thirdly, my eyes have become very watery and itchy, and I often experience blurred vision. Finally, I have started vomiting on a regular basis, which has led to significant weight loss. I believe these symptoms are all related to my sexual health, but I am not sure what is causing them. I would like to see a doctor as soon as possible to determine the cause of these symptoms and to receive appropriate treatment.""","['Unable to have orgasm', 'Mouth/throat sores', 'Watery eyes', 'Vomiting']","['Presence/Absence', 'Severity', 'Interference (with daily activities)', 'Frequency']","['Prefer not to answer', 'Very severe', 'Quite a bit', 'Occasionally']",Formal Register,Neutral,5,False,False,True
" ""I have been experiencing very severe headaches for the past week, and I have noticed that I occasionally have urinary incontinence.""","['Headache', 'Urinary incontinence']","['Severity', 'Frequency']","['Very severe', 'Occasionally']",Formal Register,Friendly,4,False,False,False
" ""My body is a battlefield, with each step a struggle, as if I were walking through a minefield.""","['Pain with sexual intercourse', 'Sensitivity to sunlight', 'Vomiting', 'Taste Changes']","['Severity', 'Presence/Absence', 'Frequency', 'Severity']","['Not sexually active', 'Prefer not to answer', 'Occasionally', 'Moderate']",Poetic/Literary Register,Friendly,4,False,False,False
" ""I got a dry skin all over my body and a white discharge from my vagina.""","['Skin dryness', 'Vaginal discharge']","['Severity', 'Amount']","['None', 'A little bit']",Vulgar Register,Confused,3,False,False,True
" ""I feel sick and have nausea and hiccups. I have had them for a few days now and it's getting worse. I tried to eat something but I just threw up. I don't know what to do.""","['Nausea', 'Hiccups']","['Severity', 'Severity']","['Very severe', 'Moderate']",Informal Register,Friendly,3,True,False,True
" ""I have been experiencing some irregular periods/vaginal bleeding for the past few months, and I have noticed that I have been getting nauseous more often. Also, I have been having trouble achieving and maintaining an erection, and I have been feeling numbness and tingling in my hands and feet. I am not sure if these symptoms are related to each other, but I am concerned about my health.""","['Achieve and maintain erection', 'Irregular periods/vaginal bleeding', 'Nausea', 'Numbness & tingling']","['Severity', 'Presence/Absence', 'Severity', 'Interference (with daily activities)']","['Prefer not to answer', 'Not sexually active', 'Severe', 'Somewhat']",Formal Register,Confused,4,False,False,True
" ""My voice is all hoarse and rough and I have this constant cough. I also have this pain in my stomach that is really bad and it makes me feel sick. I also feel really queasy and I have no appetite. I also have no interest in sex and I feel really down.""","['Voice quality changes', 'Abdominal pain', 'Nausea', 'Decreased libido']","['Presence/Absence', 'Frequency', 'Frequency', 'Severity']","['Not applicable', 'Prefer not to answer', 'Almost constantly', 'Severe']",Informal Register,Confused,5,True,True,True
" ""I've been getting these weird lines on my skin, and I'm not even that fat. I mean, I'm not a supermodel or anything, but I'm not obese either. I'm just a normal person, and I shouldn't have to deal with this. It's not fair. And on top of that, I've been feeling really dizzy lately. I mean, I'll be walking down the street or something, and suddenly I'll feel like I'm going to pass out. It's really scary. And I've also been wheezing a lot. I mean, I've always had a little bit of a cough, but this is different. It's like I'm always about to have an asthma attack or something. And to top it all off, I've been getting these random nosebleeds. I mean, I know I'm not supposed to pick my nose or anything, but I don't think that's what's causing it. It's just really frustrating.""","['Stretch marks', 'Dizziness', 'Wheezing', 'Nosebleed']","['Presence/Absence', 'Interference (with daily activities)', 'Severity', 'Severity']","['Not sexually active', 'A little bit', 'Mild', 'None']",Neutral/Standard Register,Insulting,4,False,False,False
" ""I'm losin' all me hair, and I can't even control when I pee, ya fat fuck!""","['Hair loss', 'Urinary incontinence']","['Amount', 'Frequency']","['Somewhat', 'Almost constantly']",Vulgar Register,Insulting,4,False,False,True
" ""I cant sleep at all anymore, i wake up in the middle of the night and cant breathe properly, my skin looks all dark and blotchy and i feel like i have a fire in my chest all the time.""","['Shortness of breath', 'Insomnia', 'Skin darkening', 'Heartburn']","['Severity', 'Interference (with daily activities)', 'Presence/Absence', 'Severity']","['None', 'Somewhat', 'Not sexually active', 'Severe']",Informal Register,Fearful,4,False,False,True
" ""I have been experiencing flashing lights for the past month now. I have also noticed that I have been constipated for the past week. I also have a burning sensation when I urinate. I have also noticed that my voice has become hoarse.""","['Flashing lights', 'Constipation', 'Painful urination', 'Hoarseness']","['Presence/Absence', 'Severity', 'Severity', 'Severity']","['Not sexually active', 'Severe', 'Not sexually active', 'Prefer not to answer']",Formal Register,Angry,1,False,False,False
" ""My voice is all raspy and hoarse, like a bird that's lost its song, and when I stand up I feel like I'm going to fall down, like the floor is tilting to one side.""","['Dizziness', 'Hoarseness']","['Severity', 'Severity']","['Moderate', 'Mild']",Poetic/Literary Register,Confused,2,False,False,True
" ""My skin has become so dry that it feels like the sand on a desert beach, and my abdomen is constantly aching as if a thousand tiny knives are piercing through it, and the pain and swelling at the injection site are so severe that I feel like I am being stabbed by a thousand needles.""","['Skin dryness', 'Decreased libido', 'Abdominal pain', 'Pain and swelling at injection site']","['Severity', 'Severity', 'Interference (with daily activities)', 'Presence/Absence']","['Severe', 'Prefer not to answer', 'A little bit', 'Not applicable']",Poetic/Literary Register,Neutral,5,False,False,False
" ""I'm always coughing and my skin is so sensitive to sunlight that I can't even go outside without getting burned. And my vagina is so dry that I can't even have sex with my boyfriend. I'm so sick of being sick.""","['Coughing', 'Sensitivity to sunlight', 'Vaginal dryness']","['Interference (with daily activities)', 'Presence/Absence', 'Severity']","['Very much', 'Prefer not to answer', 'Mild']",Informal Register,Insulting,2,False,False,True
" ""I've been having this really bad cough for the past few days. It's gotten so bad that I've started coughing up blood and phlegm. I've also been having trouble controlling my bladder and have been urinating more often than usual. I've also been hiccuping a lot and it's gotten to the point where I can't even eat or sleep properly. I'm really scared that something bad is going to happen to me.""","['Coughing', 'Urinary incontinence', 'Hiccups']","['Severity', 'Frequency', 'Severity']","['Moderate', 'Occasionally', 'Very severe']",Neutral/Standard Register,Fearful,5,False,True,False
" ""I got the runs and I been losing me nails, I don't know what's wrong with me, I feel like I'm going crazy.""","['Diarrhea', 'Nail loss']","['Frequency', 'Presence/Absence']","['Almost constantly', 'No']",Vulgar Register,Confused,2,False,False,False
" ""I have been experiencing some concentration problems lately, and I also have had some painful urination, abdominal pain, and heartburn. I don't have any interference with my daily activities, and the severity is none. I don't have any interference with my daily activities, and the frequency is never.""","['Concentration', 'Painful urination', 'Abdominal pain', 'Heartburn']","['Interference (with daily activities)', 'Severity', 'Interference (with daily activities)', 'Frequency']","['Not at all', 'None', 'Not at all', 'Never']",Formal Register,Friendly,3,False,False,True
